# Renewables.ninja Solar PV (Point API) - 49.232, 11.462 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Berlin, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "49.2320082", "lon": "11.4619266", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-06-19 18:00,2015-06-19 20:00,0.028,0,0.046,14.056,0
2015-06-19 19:00,2015-06-19 21:00,0,-0,0.002,12.228,0
2015-06-19 20:00,2015-06-19 22:00,0,0,0,11.329,0
2015-06-19 21:00,2015-06-19 23:00,0,0,0,10.737,0
2015-06-19 22:00,2015-06-20 00:00,0,0,0,10.512,0
2015-06-19 23:00,2015-06-20 01:00,0,0,0,10.290,0
2015-06-20 00:00,2015-06-20 02:00,0,0,0,9.978,0
2015-06-20 01:00,2015-06-20 03:00,0,0,0,9.573,0
2015-06-20 02:00,2015-06-20 04:00,0,0,0,9.161,0
2015-06-20 03:00,2015-06-20 05:00,0,-0,0.001,9.017,0
2015-06-20 04:00,2015-06-20 06:00,0.002,-0,0.009,9.777,0
2015-06-20 05:00,2015-06-20 07:00,0.012,0,0.026,10.413,0
2015-06-20 06:00,2015-06-20 08:00,0.070,0,0.092,10.923,0
2015-06-20 07:00,2015-06-20 09:00,0.229,0.020,0.243,11.904,0
2015-06-20 08:00,2015-06-20 10:00,0.209,0.017,0.226,12.878,0
2015-06-20 09:00,2015-06-20 11:00,0.352,0.086,0.316,14.175,0
2015-06-20 10:00,2015-06-20 12:00,0.221,0.067,0.191,15.305,0
2015-06-20 11:00,2015-06-20 13:00,0.342,0.073,0.320,16.243,0
2015-06-20 12:00,2015-06-20 14:00,0.453,0.188,0.338,16.862,0
2015-06-20 13:00,2015-06-20 15:00,0.146,0.012,0.166,16.886,0
2015-06-20 14:00,2015-06-20 16:00,0.383,0.124,0.318,16.520,0
2015-06-20 15:00,2015-06-20 17:00,0.442,0.266,0.246,16.177,0
2015-06-20 16:00,2015-06-20 18:00,0.203,0.059,0.179,15.781,0
2015-06-20 17:00,2015-06-20 19:00,0.125,0.022,0.132,15.097,0
2015-06-20 18:00,2015-06-20 20:00,0.052,0,0.073,13.396,0
2015-06-20 19:00,2015-06-20 21:00,0,0,0.006,10.969,0
2015-06-20 20:00,2015-06-20 22:00,0,0,0,9.945,0
2015-06-20 21:00,2015-06-20 23:00,0,0,0,9.182,0
2015-06-20 22:00,2015-06-21 00:00,0,0,0,8.633,0
2015-06-20 23:00,2015-06-21 01:00,0,0,0,8.411,0
2015-06-21 00:00,2015-06-21 02:00,0,0,0,8.259,0
2015-06-21 01:00,2015-06-21 03:00,0,0,0,8.039,0
2015-06-21 02:00,2015-06-21 04:00,0,0,0,7.862,0
2015-06-21 03:00,2015-06-21 05:00,0,-0,0.001,8.056,0
2015-06-21 04:00,2015-06-21 06:00,0.002,-0,0.009,9.644,0
2015-06-21 05:00,2015-06-21 07:00,0.026,0,0.043,11.001,0
2015-06-21 06:00,2015-06-21 08:00,0.208,0.064,0.177,13.242,0
2015-06-21 07:00,2015-06-21 09:00,0.250,0.074,0.215,14.836,0
2015-06-21 08:00,2015-06-21 10:00,0.231,0.021,0.249,16.019,0
2015-06-21 09:00,2015-06-21 11:00,0.166,0,0.199,16.971,0
2015-06-21 10:00,2015-06-21 12:00,0.194,0,0.231,17.544,0
2015-06-21 11:00,2015-06-21 13:00,0.199,0,0.237,17.983,0
2015-06-21 12:00,2015-06-21 14:00,0.226,0.001,0.266,18.103,0
2015-06-21 13:00,2015-06-21 15:00,0.135,0,0.166,18.295,0
2015-06-21 14:00,2015-06-21 16:00,0.154,0.013,0.175,18.802,0
2015-06-21 15:00,2015-06-21 17:00,0.200,0.012,0.226,19.001,0
2015-06-21 16:00,2015-06-21 18:00,0.205,0.031,0.212,18.706,0
2015-06-21 17:00,2015-06-21 19:00,0.116,0.004,0.141,17.983,0
2015-06-21 18:00,2015-06-21 20:00,0.028,0,0.046,16.554,0
2015-06-21 19:00,2015-06-21 21:00,0,-0,0.002,15.396,0
2015-06-21 20:00,2015-06-21 22:00,0,0,0,15.042,0
2015-06-21 21:00,2015-06-21 23:00,0,0,0,14.681,0
2015-06-21 22:00,2015-06-22 00:00,0,0,0,14.298,0
2015-06-21 23:00,2015-06-22 01:00,0,0,0,13.980,0
2015-06-22 00:00,2015-06-22 02:00,0,0,0,13.559,0
2015-06-22 01:00,2015-06-22 03:00,0,0,0,13.036,0
2015-06-22 02:00,2015-06-22 04:00,0,0,0,12.504,0
2015-06-22 03:00,2015-06-22 05:00,0,-0,0.001,12.377,0
2015-06-22 04:00,2015-06-22 06:00,0.015,0,0.030,13.378,0
2015-06-22 05:00,2015-06-22 07:00,0.127,0.070,0.086,14.749,0
2015-06-22 06:00,2015-06-22 08:00,0.252,0.123,0.169,15.738,0
2015-06-22 07:00,2015-06-22 09:00,0.338,0.140,0.250,16.727,0
2015-06-22 08:00,2015-06-22 10:00,0.291,0.030,0.308,17.928,0
2015-06-22 09:00,2015-06-22 11:00,0.328,0.026,0.356,18.900,0
2015-06-22 10:00,2015-06-22 12:00,0.183,0.007,0.212,19.014,0
2015-06-22 11:00,2015-06-22 13:00,0.129,0,0.160,18.656,0
2015-06-22 12:00,2015-06-22 14:00,0.164,0,0.198,17.709,0
2015-06-22 13:00,2015-06-22 15:00,0.129,0,0.159,16.684,0
2015-06-22 14:00,2015-06-22 16:00,0.128,0,0.157,15.850,0
2015-06-22 15:00,2015-06-22 17:00,0.146,0,0.176,15.119,0
2015-06-22 16:00,2015-06-22 18:00,0.087,0,0.112,14.449,0
2015-06-22 17:00,2015-06-22 19:00,0.043,0,0.063,13.790,0
2015-06-22 18:00,2015-06-22 20:00,0.015,0,0.030,12.953,0
2015-06-22 19:00,2015-06-22 21:00,0,-0,0.003,12.033,0
2015-06-22 20:00,2015-06-22 22:00,0,0,0,11.809,0
2015-06-22 21:00,2015-06-22 23:00,0,0,0,11.937,0
2015-06-22 22:00,2015-06-23 00:00,0,0,0,12.200,0
2015-06-22 23:00,2015-06-23 01:00,0,0,0,12.403,0
2015-06-23 00:00,2015-06-23 02:00,0,0,0,11.886,0
2015-06-23 01:00,2015-06-23 03:00,0,0,0,10.838,0
2015-06-23 02:00,2015-06-23 04:00,0,0,0,10.124,0
2015-06-23 03:00,2015-06-23 05:00,0,-0,0.001,9.868,0
2015-06-23 04:00,2015-06-23 06:00,0.008,0,0.020,9.768,0
2015-06-23 05:00,2015-06-23 07:00,0.068,0.002,0.087,9.858,0
2015-06-23 06:00,2015-06-23 08:00,0.136,0.014,0.149,10.777,0
2015-06-23 07:00,2015-06-23 09:00,0.285,0.057,0.268,12.278,0
2015-06-23 08:00,2015-06-23 10:00,0.281,0.024,0.297,13.735,0
2015-06-23 09:00,2015-06-23 11:00,0.246,0.009,0.275,14.819,0
2015-06-23 10:00,2015-06-23 12:00,0.278,0.016,0.304,15.573,0
2015-06-23 11:00,2015-06-23 13:00,0.589,0.272,0.421,16.032,0
2015-06-23 12:00,2015-06-23 14:00,0.560,0.269,0.387,16.068,0
2015-06-23 13:00,2015-06-23 15:00,0.200,0.005,0.231,15.918,0
2015-06-23 14:00,2015-06-23 16:00,0.165,0.015,0.182,16.010,0
2015-06-23 15:00,2015-06-23 17:00,0.260,0.039,0.263,15.978,0
2015-06-23 16:00,2015-06-23 18:00,0.161,0.048,0.144,15.478,0
2015-06-23 17:00,2015-06-23 19:00,0.096,0.009,0.113,14.598,0
2015-06-23 18:00,2015-06-23 20:00,0.032,0,0.050,12.874,0
2015-06-23 19:00,2015-06-23 21:00,0,0,0.007,10.472,0
2015-06-23 20:00,2015-06-23 22:00,0,0,0,9.881,0
2015-06-23 21:00,2015-06-23 23:00,0,0,0,9.519,0
2015-06-23 22:00,2015-06-24 00:00,0,0,0,9.115,1
2015-06-23 23:00,2015-06-24 01:00,0,0,0,8.829,0
2015-06-24 00:00,2015-06-24 02:00,0,0,0,8.626,0
2015-06-24 01:00,2015-06-24 03:00,0,0,0,8.524,0
2015-06-24 02:00,2015-06-24 04:00,0,0,0,8.645,0
2015-06-24 03:00,2015-06-24 05:00,0,-0,0.001,8.935,0
2015-06-24 04:00,2015-06-24 06:00,0.003,-0,0.011,9.867,0
2015-06-24 05:00,2015-06-24 07:00,0.037,0,0.055,11.267,0
2015-06-24 06:00,2015-06-24 08:00,0.138,0.007,0.159,13.249,0
2015-06-24 07:00,2015-06-24 09:00,0.313,0.084,0.275,14.665,0
2015-06-24 08:00,2015-06-24 10:00,0.357,0.097,0.314,16.178,0
2015-06-24 09:00,2015-06-24 11:00,0.401,0.115,0.350,17.503,1
2015-06-24 10:00,2015-06-24 12:00,0.442,0.128,0.388,18.481,1
2015-06-24 11:00,2015-06-24 13:00,0.481,0.134,0.432,19.346,0
2015-06-24 12:00,2015-06-24 14:00,0.496,0.150,0.436,20.087,0
2015-06-24 13:00,2015-06-24 15:00,0.594,0.334,0.381,20.497,0
2015-06-24 14:00,2015-06-24 16:00,0.599,0.460,0.262,20.665,0
2015-06-24 15:00,2015-06-24 17:00,0.480,0.367,0.201,20.573,0
2015-06-24 16:00,2015-06-24 18:00,0.305,0.194,0.164,20.166,0
2015-06-24 17:00,2015-06-24 19:00,0.123,0.027,0.127,19.358,0
2015-06-24 18:00,2015-06-24 20:00,0.054,0,0.076,17.602,0
2015-06-24 19:00,2015-06-24 21:00,0.001,0,0.008,16.173,0
2015-06-24 20:00,2015-06-24 22:00,0,0,0,15.013,0
2015-06-24 21:00,2015-06-24 23:00,0,0,0,13.672,0
2015-06-24 22:00,2015-06-25 00:00,0,0,0,12.869,0
2015-06-24 23:00,2015-06-25 01:00,0,0,0,12.179,0
2015-06-25 00:00,2015-06-25 02:00,0,0,0,11.362,0
2015-06-25 01:00,2015-06-25 03:00,0,0,0,10.698,0
2015-06-25 02:00,2015-06-25 04:00,0,0,0,10.199,0
2015-06-25 03:00,2015-06-25 05:00,0,0,0.005,9.939,0
2015-06-25 04:00,2015-06-25 06:00,0.029,0,0.047,11.928,0
2015-06-25 05:00,2015-06-25 07:00,0.128,0.067,0.089,13.926,0
2015-06-25 06:00,2015-06-25 08:00,0.308,0.255,0.102,16.983,0
2015-06-25 07:00,2015-06-25 09:00,0.480,0.425,0.141,19.716,0
2015-06-25 08:00,2015-06-25 10:00,0.552,0.399,0.262,20.832,0
2015-06-25 09:00,2015-06-25 11:00,0.574,0.314,0.377,21.389,0
2015-06-25 10:00,2015-06-25 12:00,0.583,0.277,0.427,21.710,0
2015-06-25 11:00,2015-06-25 13:00,0.620,0.321,0.434,21.915,0
2015-06-25 12:00,2015-06-25 14:00,0.525,0.205,0.424,22.047,0
2015-06-25 13:00,2015-06-25 15:00,0.430,0.110,0.400,22.198,0
2015-06-25 14:00,2015-06-25 16:00,0.373,0.143,0.300,22.492,0
2015-06-25 15:00,2015-06-25 17:00,0.457,0.319,0.227,22.772,0
2015-06-25 16:00,2015-06-25 18:00,0.300,0.186,0.170,22.596,0
2015-06-25 17:00,2015-06-25 19:00,0.123,0.027,0.129,21.956,0
2015-06-25 18:00,2015-06-25 20:00,0.054,0,0.077,20.341,0
2015-06-25 19:00,2015-06-25 21:00,0.001,0,0.009,19.370,0
2015-06-25 20:00,2015-06-25 22:00,0,0,0,18.857,0
2015-06-25 21:00,2015-06-25 23:00,0,0,0,18.197,0
2015-06-25 22:00,2015-06-26 00:00,0,0,0,17.301,0
2015-06-25 23:00,2015-06-26 01:00,0,0,0,16.093,0
2015-06-26 00:00,2015-06-26 02:00,0,0,0,15.143,0
2015-06-26 01:00,2015-06-26 03:00,0,0,0,14.289,0
2015-06-26 02:00,2015-06-26 04:00,0,0,0,13.196,0
2015-06-26 03:00,2015-06-26 05:00,0,-0,0.002,12.274,0
2015-06-26 04:00,2015-06-26 06:00,0.030,0,0.048,14.318,0
2015-06-26 05:00,2015-06-26 07:00,0.125,0.060,0.094,16.418,0
2015-06-26 06:00,2015-06-26 08:00,0.294,0.231,0.112,19.348,0
2015-06-26 07:00,2015-06-26 09:00,0.407,0.259,0.223,22.203,0
2015-06-26 08:00,2015-06-26 10:00,0.497,0.286,0.311,23.391,0
2015-06-26 09:00,2015-06-26 11:00,0.560,0.334,0.347,23.738,0
2015-06-26 10:00,2015-06-26 12:00,0.777,0.745,0.245,23.794,0
2015-06-26 11:00,2015-06-26 13:00,0.786,0.731,0.277,24.556,0
2015-06-26 12:00,2015-06-26 14:00,0.691,0.518,0.354,25.558,0
2015-06-26 13:00,2015-06-26 15:00,0.566,0.301,0.396,26.127,0
2015-06-26 14:00,2015-06-26 16:00,0.520,0.313,0.323,26.272,0
2015-06-26 15:00,2015-06-26 17:00,0.431,0.263,0.258,26.071,0
2015-06-26 16:00,2015-06-26 18:00,0.213,0.043,0.216,25.423,0
2015-06-26 17:00,2015-06-26 19:00,0.103,0.004,0.130,24.301,0
2015-06-26 18:00,2015-06-26 20:00,0.049,0,0.071,22.021,0
2015-06-26 19:00,2015-06-26 21:00,0.002,0,0.010,20.554,0
2015-06-26 20:00,2015-06-26 22:00,0,0,0,20.122,0
2015-06-26 21:00,2015-06-26 23:00,0,0,0,19.548,0
2015-06-26 22:00,2015-06-27 00:00,0,0,0,18.630,0
2015-06-26 23:00,2015-06-27 01:00,0,0,0,17.861,0
2015-06-27 00:00,2015-06-27 02:00,0,0,0,17.317,0
2015-06-27 01:00,2015-06-27 03:00,0,0,0,16.961,0
2015-06-27 02:00,2015-06-27 04:00,0,0,0,16.506,0
2015-06-27 03:00,2015-06-27 05:00,0,-0,0.001,16.163,0
2015-06-27 04:00,2015-06-27 06:00,0.001,-0,0.009,17.349,0
2015-06-27 05:00,2015-06-27 07:00,0.025,0,0.042,18.169,0
2015-06-27 06:00,2015-06-27 08:00,0.038,0,0.058,18.562,0
2015-06-27 07:00,2015-06-27 09:00,0.092,0.001,0.118,19.080,0
2015-06-27 08:00,2015-06-27 10:00,0.129,0.001,0.160,20.019,0
2015-06-27 09:00,2015-06-27 11:00,0.117,0,0.148,19.930,0
2015-06-27 10:00,2015-06-27 12:00,0.111,0,0.140,19.716,0
2015-06-27 11:00,2015-06-27 13:00,0.189,0.002,0.226,20.368,0
2015-06-27 12:00,2015-06-27 14:00,0.524,0.231,0.396,21.585,0
2015-06-27 13:00,2015-06-27 15:00,0.516,0.221,0.399,22.556,0
2015-06-27 14:00,2015-06-27 16:00,0.321,0.040,0.341,22.700,0
2015-06-27 15:00,2015-06-27 17:00,0.185,0.019,0.206,22.465,0
2015-06-27 16:00,2015-06-27 18:00,0.099,0.006,0.122,22.099,0
2015-06-27 17:00,2015-06-27 19:00,0.068,0.003,0.091,21.324,0
2015-06-27 18:00,2015-06-27 20:00,0.044,0,0.065,19.678,0
2015-06-27 19:00,2015-06-27 21:00,0,-0,0.001,17.826,0
2015-06-27 20:00,2015-06-27 22:00,0,0,0,17.041,0
2015-06-27 21:00,2015-06-27 23:00,0,0,0,16.369,0
2015-06-27 22:00,2015-06-28 00:00,0,0,0,15.559,0
2015-06-27 23:00,2015-06-28 01:00,0,0,0,14.719,0
2015-06-28 00:00,2015-06-28 02:00,0,0,0,13.942,0
2015-06-28 01:00,2015-06-28 03:00,0,0,0,13.098,0
2015-06-28 02:00,2015-06-28 04:00,0,0,0,12.252,0
2015-06-28 03:00,2015-06-28 05:00,0,0,0.003,11.965,0
2015-06-28 04:00,2015-06-28 06:00,0.016,0,0.031,13.741,0
2015-06-28 05:00,2015-06-28 07:00,0.088,0.011,0.103,15.387,0
2015-06-28 06:00,2015-06-28 08:00,0.204,0.083,0.158,17.553,0
2015-06-28 07:00,2015-06-28 09:00,0.412,0.261,0.222,19.515,0
2015-06-28 08:00,2015-06-28 10:00,0.487,0.256,0.323,21.003,0
2015-06-28 09:00,2015-06-28 11:00,0.577,0.337,0.362,22.111,0
2015-06-28 10:00,2015-06-28 12:00,0.651,0.428,0.374,23.034,0
2015-06-28 11:00,2015-06-28 13:00,0.753,0.634,0.319,23.788,0
2015-06-28 12:00,2015-06-28 14:00,0.726,0.586,0.331,24.323,0
2015-06-28 13:00,2015-06-28 15:00,0.692,0.581,0.287,24.636,0
2015-06-28 14:00,2015-06-28 16:00,0.573,0.413,0.288,24.676,0
2015-06-28 15:00,2015-06-28 17:00,0.460,0.331,0.223,24.423,0
2015-06-28 16:00,2015-06-28 18:00,0.293,0.160,0.190,23.873,0
2015-06-28 17:00,2015-06-28 19:00,0.124,0.026,0.131,22.892,0
2015-06-28 18:00,2015-06-28 20:00,0.053,0,0.077,20.658,0
2015-06-28 19:00,2015-06-28 21:00,0.001,0,0.009,19.407,0
2015-06-28 20:00,2015-06-28 22:00,0,0,0,18.561,0
2015-06-28 21:00,2015-06-28 23:00,0,0,0,17.535,0
2015-06-28 22:00,2015-06-29 00:00,0,0,0,16.647,0
2015-06-28 23:00,2015-06-29 01:00,0,0,0,15.504,0
2015-06-29 00:00,2015-06-29 02:00,0,0,0,15.249,0
2015-06-29 01:00,2015-06-29 03:00,0,0,0,15.165,0
2015-06-29 02:00,2015-06-29 04:00,0,0,0,14.610,0
2015-06-29 03:00,2015-06-29 05:00,0,-0,0.001,14.341,0
2015-06-29 04:00,2015-06-29 06:00,0.004,-0,0.013,15.703,0
2015-06-29 05:00,2015-06-29 07:00,0.027,0,0.045,17.010,0
2015-06-29 06:00,2015-06-29 08:00,0.115,0.006,0.139,18.385,0
2015-06-29 07:00,2015-06-29 09:00,0.363,0.180,0.248,21.429,0
2015-06-29 08:00,2015-06-29 10:00,0.544,0.398,0.261,23.292,0
2015-06-29 09:00,2015-06-29 11:00,0.594,0.376,0.354,24.635,0
2015-06-29 10:00,2015-06-29 12:00,0.658,0.449,0.376,26.008,0
2015-06-29 11:00,2015-06-29 13:00,0.641,0.384,0.420,26.895,0
2015-06-29 12:00,2015-06-29 14:00,0.688,0.516,0.358,27.308,0
2015-06-29 13:00,2015-06-29 15:00,0.656,0.505,0.321,27.079,0
2015-06-29 14:00,2015-06-29 16:00,0.524,0.310,0.333,26.793,0
2015-06-29 15:00,2015-06-29 17:00,0.438,0.293,0.239,26.901,0
2015-06-29 16:00,2015-06-29 18:00,0.293,0.173,0.180,26.323,0
2015-06-29 17:00,2015-06-29 19:00,0.126,0.017,0.143,25.044,0
2015-06-29 18:00,2015-06-29 20:00,0.044,0,0.066,22.887,0
2015-06-29 19:00,2015-06-29 21:00,0.001,0,0.008,21.688,0
2015-06-29 20:00,2015-06-29 22:00,0,0,0,21.500,0
2015-06-29 21:00,2015-06-29 23:00,0,0,0,21.043,0
2015-06-29 22:00,2015-06-30 00:00,0,0,0,20.536,0
2015-06-29 23:00,2015-06-30 01:00,0,0,0,20.198,0
2015-06-30 00:00,2015-06-30 02:00,0,0,0,19.348,0
2015-06-30 01:00,2015-06-30 03:00,0,0,0,18.550,0
2015-06-30 02:00,2015-06-30 04:00,0,0,0,17.931,0
2015-06-30 03:00,2015-06-30 05:00,0,-0,0.001,17.738,0
2015-06-30 04:00,2015-06-30 06:00,0.021,0,0.038,18.770,0
2015-06-30 05:00,2015-06-30 07:00,0.106,0.017,0.117,20.184,0
2015-06-30 06:00,2015-06-30 08:00,0.202,0.063,0.182,23.361,0
2015-06-30 07:00,2015-06-30 09:00,0.378,0.207,0.248,25.975,0
2015-06-30 08:00,2015-06-30 10:00,0.585,0.528,0.201,27.366,0
2015-06-30 09:00,2015-06-30 11:00,0.736,0.801,0.152,28.425,0
2015-06-30 10:00,2015-06-30 12:00,0.725,0.660,0.280,29.264,0
2015-06-30 11:00,2015-06-30 13:00,0.723,0.611,0.329,29.913,0
2015-06-30 12:00,2015-06-30 14:00,0.760,0.743,0.258,30.323,0
2015-06-30 13:00,2015-06-30 15:00,0.733,0.765,0.193,30.494,0
2015-06-30 14:00,2015-06-30 16:00,0.631,0.626,0.178,30.391,0
2015-06-30 15:00,2015-06-30 17:00,0.478,0.421,0.172,30.139,0
2015-06-30 16:00,2015-06-30 18:00,0.298,0.206,0.159,29.580,0
2015-06-30 17:00,2015-06-30 19:00,0.120,0.029,0.127,28.668,0
2015-06-30 18:00,2015-06-30 20:00,0.052,0,0.077,25.663,0
2015-06-30 19:00,2015-06-30 21:00,0.001,0,0.008,22.784,0
2015-06-30 20:00,2015-06-30 22:00,0,0,0,21.383,0
2015-06-30 21:00,2015-06-30 23:00,0,0,0,20.053,0
2015-06-30 22:00,2015-07-01 00:00,0,0,0,18.986,0
2015-06-30 23:00,2015-07-01 01:00,0,0,0,18.143,0
2015-07-01 00:00,2015-07-01 02:00,0,0,0,17.390,1
2015-07-01 01:00,2015-07-01 03:00,0,0,0,16.722,1
2015-07-01 02:00,2015-07-01 04:00,0,0,0,16.071,0
2015-07-01 03:00,2015-07-01 05:00,0,0,0.003,15.848,0
2015-07-01 04:00,2015-07-01 06:00,0.024,0,0.041,17.512,0
2015-07-01 05:00,2015-07-01 07:00,0.115,0.080,0.066,19.408,0
2015-07-01 06:00,2015-07-01 08:00,0.297,0.269,0.084,22.587,0
2015-07-01 07:00,2015-07-01 09:00,0.477,0.476,0.103,25.887,0
2015-07-01 08:00,2015-07-01 10:00,0.630,0.678,0.115,28.066,0
2015-07-01 09:00,2015-07-01 11:00,0.739,0.829,0.133,29.432,0
2015-07-01 10:00,2015-07-01 12:00,0.799,0.908,0.156,30.458,0
2015-07-01 11:00,2015-07-01 13:00,0.827,0.961,0.154,31.203,0
2015-07-01 12:00,2015-07-01 14:00,0.804,0.916,0.164,31.700,0
2015-07-01 13:00,2015-07-01 15:00,0.742,0.817,0.163,31.906,0
2015-07-01 14:00,2015-07-01 16:00,0.628,0.638,0.168,31.808,0
2015-07-01 15:00,2015-07-01 17:00,0.476,0.425,0.168,31.508,0
2015-07-01 16:00,2015-07-01 18:00,0.296,0.211,0.154,30.764,0
2015-07-01 17:00,2015-07-01 19:00,0.119,0.030,0.125,29.446,0
2015-07-01 18:00,2015-07-01 20:00,0.053,0,0.077,26.168,0
2015-07-01 19:00,2015-07-01 21:00,0.001,0,0.008,23.443,0
2015-07-01 20:00,2015-07-01 22:00,0,0,0,22.422,0
2015-07-01 21:00,2015-07-01 23:00,0,0,0,21.519,0
2015-07-01 22:00,2015-07-02 00:00,0,0,0,20.600,0
2015-07-01 23:00,2015-07-02 01:00,0,0,0,19.696,0
2015-07-02 00:00,2015-07-02 02:00,0,0,0,18.866,0
2015-07-02 01:00,2015-07-02 03:00,0,0,0,18.123,0
2015-07-02 02:00,2015-07-02 04:00,0,0,0,17.482,0
2015-07-02 03:00,2015-07-02 05:00,0,-0,0.001,17.308,0
2015-07-02 04:00,2015-07-02 06:00,0.021,0,0.038,19.201,0
2015-07-02 05:00,2015-07-02 07:00,0.117,0.064,0.084,21.079,0
2015-07-02 06:00,2015-07-02 08:00,0.294,0.262,0.089,23.974,0
2015-07-02 07:00,2015-07-02 09:00,0.473,0.471,0.106,27.244,0
2015-07-02 08:00,2015-07-02 10:00,0.625,0.672,0.119,29.132,0
2015-07-02 09:00,2015-07-02 11:00,0.735,0.831,0.131,30.542,0
2015-07-02 10:00,2015-07-02 12:00,0.799,0.922,0.149,31.609,0
2015-07-02 11:00,2015-07-02 13:00,0.822,0.961,0.154,32.394,0
2015-07-02 12:00,2015-07-02 14:00,0.800,0.917,0.163,32.892,0
2015-07-02 13:00,2015-07-02 15:00,0.737,0.817,0.163,33.127,0
2015-07-02 14:00,2015-07-02 16:00,0.626,0.641,0.168,33.013,0
2015-07-02 15:00,2015-07-02 17:00,0.474,0.426,0.168,32.565,0
2015-07-02 16:00,2015-07-02 18:00,0.296,0.213,0.153,31.753,0
2015-07-02 17:00,2015-07-02 19:00,0.119,0.030,0.127,30.258,0
2015-07-02 18:00,2015-07-02 20:00,0.052,0,0.077,26.812,0
2015-07-02 19:00,2015-07-02 21:00,0.001,0,0.008,24.030,0
2015-07-02 20:00,2015-07-02 22:00,0,0,0,22.977,0
2015-07-02 21:00,2015-07-02 23:00,0,0,0,22.068,0
2015-07-02 22:00,2015-07-03 00:00,0,0,0,21.219,0
2015-07-02 23:00,2015-07-03 01:00,0,0,0,20.413,0
2015-07-03 00:00,2015-07-03 02:00,0,0,0,19.671,0
2015-07-03 01:00,2015-07-03 03:00,0,0,0,19.010,0
2015-07-03 02:00,2015-07-03 04:00,0,0,0,18.416,0
2015-07-03 03:00,2015-07-03 05:00,0,-0,0.001,18.284,0
2015-07-03 04:00,2015-07-03 06:00,0.025,0,0.042,20.103,0
2015-07-03 05:00,2015-07-03 07:00,0.115,0.066,0.080,21.881,0
2015-07-03 06:00,2015-07-03 08:00,0.286,0.237,0.105,24.771,0
2015-07-03 07:00,2015-07-03 09:00,0.457,0.426,0.133,28.211,0
2015-07-03 08:00,2015-07-03 10:00,0.602,0.607,0.155,30.294,0
2015-07-03 09:00,2015-07-03 11:00,0.704,0.737,0.183,31.580,0
2015-07-03 10:00,2015-07-03 12:00,0.749,0.766,0.229,32.535,0
2015-07-03 11:00,2015-07-03 13:00,0.786,0.845,0.216,33.264,0
2015-07-03 12:00,2015-07-03 14:00,0.753,0.766,0.243,33.710,0
2015-07-03 13:00,2015-07-03 15:00,0.697,0.690,0.231,33.907,0
2015-07-03 14:00,2015-07-03 16:00,0.603,0.573,0.206,33.849,0
2015-07-03 15:00,2015-07-03 17:00,0.455,0.373,0.199,33.536,0
2015-07-03 16:00,2015-07-03 18:00,0.286,0.180,0.175,33.001,0
2015-07-03 17:00,2015-07-03 19:00,0.119,0.028,0.130,31.588,0
2015-07-03 18:00,2015-07-03 20:00,0.051,0,0.076,28.084,0
2015-07-03 19:00,2015-07-03 21:00,0.001,0,0.008,25.531,0
2015-07-03 20:00,2015-07-03 22:00,0,0,0,24.553,0
2015-07-03 21:00,2015-07-03 23:00,0,0,0,23.731,0
2015-07-03 22:00,2015-07-04 00:00,0,0,0,22.923,0
2015-07-03 23:00,2015-07-04 01:00,0,0,0,22.164,0
2015-07-04 00:00,2015-07-04 02:00,0,0,0,21.460,0
2015-07-04 01:00,2015-07-04 03:00,0,0,0,20.787,0
2015-07-04 02:00,2015-07-04 04:00,0,0,0,20.135,0
2015-07-04 03:00,2015-07-04 05:00,0,-0,0.001,19.846,0
2015-07-04 04:00,2015-07-04 06:00,0.025,0,0.043,21.434,0
2015-07-04 05:00,2015-07-04 07:00,0.114,0.054,0.092,23.034,0
2015-07-04 06:00,2015-07-04 08:00,0.280,0.220,0.117,25.558,0
2015-07-04 07:00,2015-07-04 09:00,0.453,0.426,0.133,29.470,0
2015-07-04 08:00,2015-07-04 10:00,0.596,0.602,0.157,31.808,0
2015-07-04 09:00,2015-07-04 11:00,0.711,0.784,0.156,33.366,0
2015-07-04 10:00,2015-07-04 12:00,0.777,0.886,0.167,34.559,0
2015-07-04 11:00,2015-07-04 13:00,0.802,0.929,0.171,35.380,0
2015-07-04 12:00,2015-07-04 14:00,0.779,0.881,0.183,35.930,0
2015-07-04 13:00,2015-07-04 15:00,0.716,0.778,0.184,36.133,0
2015-07-04 14:00,2015-07-04 16:00,0.601,0.586,0.198,36.052,0
2015-07-04 15:00,2015-07-04 17:00,0.443,0.346,0.215,35.577,0
2015-07-04 16:00,2015-07-04 18:00,0.271,0.137,0.204,35.068,0
