kW
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.010897435897435897
0.010576923076923078
0.009935897435897435
0.0391025641025641
0.019230769230769232
0.023717948717948717
0.005128205128205128
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0016025641025641025
0.014102564102564103
0.013782051282051282
0.0
0.0
0.0003205128205128205
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0022435897435897434
0.00608974358974359
0.00641025641025641
0.010256410256410256
0.007371794871794872
0.001282051282051282
0.0003205128205128205
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.001282051282051282
0.0035256410256410257
0.0028846153846153848
0.0009615384615384616
0.0003205128205128205
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.004807692307692308
0.002564102564102564
0.007051282051282051
0.009615384615384616
0.0054487179487179484
0.0022435897435897434
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.002564102564102564
0.020512820512820513
0.017628205128205128
0.02564102564102564
0.021153846153846155
0.027243589743589744
0.014743589743589743
0.007692307692307693
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.006730769230769231
0.04807692307692308
0.2189102564102564
0.05961538461538462
0.02435897435897436
0.03493589743589744
0.026923076923076925
0.0003205128205128205
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0022435897435897434
0.0003205128205128205
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.000641025641025641
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
