P in kW
1197.6
1201.6
1200.8
1220
1222.4
1315.2
1257.6
1305.6
1206.828
1183.58
1193.696
1164.728
1182.104
1194.048
1209.864
1240
1300
1321.6
1299.2
1294.4
1299.2
1301.6
1311.2
1313.6
1300.8
1347.2
1340
1332
1386.4
1469.6
1740
1896.8
1836
1757.2
1730.524
1771
1783.572
1757.6
1755.832
1647.2
1479.2
1424.8
1424
1441.6
1457.6
1406.4
1441.6
1416
1385.6
1344
1328.8
1361.6
1340
1513.6
1823.2
1888
1749.6
1641.828
1640.612
1666.544
1759.44
1758.332
1639.304
1518.82
1472
1412.8
1436.8
1374.4
1373.6
1352.8
1352
1348
1350.4
1351.2
1359.2
1341.6
1359.2
1528
1724.8
1854.4
1705.6
1853.6
1750.344
1774.628
1768.744
1817.508
1590.624
1492.8
1452.8
1403.2
1432
1404
1366.4
1415.2
1408
1409.6
1402.4
1396
1366.4
1425.6
1400.8
1500.8
1751.2
1870.4
1706.4
1675.2
1609.6
1529.6
1602.4
1513.6
1490.4
1448.8
1327.2
1239.2
1273.6
1234.4
1252
1211.2
1124.8
1146.4
1111.2
1112.8
1116.8
1119.2
1109.6
1133.6
1136.8
1158.4
1066.596
1054.164
1047.956
1004.788
995.872
1039.224
1003.516
1021.6
1153.6
1127.2
1152.8
1136.8
1204
1200.8
1252.8
1230.4
1238.4
1246.4
1270.4
1245.6
1569.6
2251.2
3051.2
3486.4
3397.528
3550.488
3711.532
3951.56
3795.384
3668.056
3591.16
3485.076
3272.8
2989.6
2666.4
2672.8
2422.4
2224
1896
1741.6
1604
1638.4
1733.6
1681.6
1988.8
2726.4
3473.6
4136.8
3958.688
4225.148
3407.212
3661.216
3714.292
3699.924
3757.432
3744.84
3353.6
3126.4
2925.6
3098.4
3045.6
2421.6
2046.4
1854.4
1694.4
1761.6
1790.4
1656
2088
2992
3801.6
4110.4
4065.6
4232.8
3994.492
3907.632
3960
3986.4
3972.8
3915.2
3444
3263.2
3256.8
3028
3132.8
2445.6
2062.4
1939.2
1731.2
1729.6
1780.8
1813.6
2067.2
2682.4
3857.6
4357.6
4506.4
4398.4
4274.4
4312.396
4144.076
4400.8
4096.8
4105.6
3592.8
3302.4
3144
2596
2624
2357.6
2190.4
2015.2
1923.2
1804
1848.8
1828.8
2147.2
2846.4
4151.2
4846.4
4375.2
4304
4368
4110.4
3989.6
4100
3713.6
3259.2
3063.2
3186.4
3081.6
2542.4
2454.4
2169.6
2113.6
2004.8
1932
1876
1783.2
1795.2
1795.2
1961.6
2114.4
2113.6
2051.2
2315.2
2348.8
2180.8
2107.2
2072.8
2124.8
2074.4
1981.6
1904
1884.8
1858.4
1836.8
1815.2
1700.8
1684.8
1615.2
1592.8
1578.4
1616.8
1566.4
1613.6
1545.6
1451.2
1324
1334.4
1396.8
1440
1429.6
1393.6
1372.8
1388
1520
1496.8
1438.4
1474.4
1496.8
1576.8
1641.6
1621.6
1622.4
1620.8
1720
1787.2
2119.2
2745.6
4057.6
4437.6
4333.956
4196.112
4155.06
3991.724
4246.54
4000.96
3982.8
4100.572
3723.2
3554.4
3342.4
2930.4
2764
2444.8
2275.2
1948
1924
1808.8
1874.4
1859.2
2167.2
2871.2
4372
4575.2
4435.312
4402.352
4389.208
4335.74
4495.416
4232.188
3900.62
3882.3
3658.4
3418.4
3478.4
3244.8
2520.8
2336.8
2160
1919.2
1885.6
1898.4
1895.2
1887.2
2269.6
3050.4
4307.2
4736.8
4307.452
4224.136
3974.26
4003.188
4143.104
3726.98
3814.084
3577.808
3335.2
3380
3200
2823.2
2647.2
2432
2139.2
1885.6
1800
1809.6
1935.2
1910.4
2093.6
2788
4485.6
4565.6
4288.328
4166.556
4057.116
4147.7
4249.676
4080.32
3970.252
3741.316
2963.2
2831.2
2904
3025.6
2892.8
2492.8
2454.4
2161.6
2100.8
1957.6
1979.2
1945.6
2313.6
3074.4
4140.8
4747.2
4065.072
4508.772
4258.068
4309.324
4218.164
3958.252
3519.512
2918.844
2920
2828
2668.8
2604
2307.2
2004
1993.6
1939.2
1850.4
1715.2
1668
1658.4
1683.2
1944.8
2545.6
2274.4
2116.624
2094.744
1963.928
1757.996
1664.9
1935.492
1756.148
1853.672
1773.996
1768
1700
1682.4
1680
1628.8
1571.2
1560
1571.2
1572.8
1552.8
1544
1539.2
1611.2
1474.4
1424
1360.112
1272.952
1164.176
1121.792
1114.012
1147.416
1294.392
1342.7
1369.996
1447.2
1444.8
1437.6
1504.8
1505.6
1584.8
1675.2
1644
1674.4
1747.2
1767.2
1977.6
2836.8
3796
4335.2
4089.368
4046.716
3533.54
3670.544
3793.908
3936.988
3630.732
3872.972
3708.792
3518.4
3280.8
3063.2
3087.2
2786.4
2440.8
2140.8
2095.2
2048
2030.4
1982.4
2188
2957.6
4063.2
4535.2
4134.64
4182.572
4029.636
4198.716
4236.356
3852.972
3965.696
3776.86
3849.6
3466.4
3313.6
2932.8
3033.6
2640
2482.4
2164.8
2043.2
1963.2
2024.8
2011.2
2314.4
2981.6
4056
4623.2
4382.048
4368.06
4063.344
4169.86
4189.484
4168.072
3688.296
3592.412
3173.6
3196
3249.6
3068
3033.6
2730.4
2416
2241.6
2120.8
1949.6
2076.8
2031.2
2271.2
3074.4
3936.8
4223.2
4185.6
4228.372
4347.7
3982.1
4061.388
4154.776
4021.272
3770.784
3394.4
3243.2
3255.2
3257.6
2886.4
2581.6
2317.6
2259.2
2197.6
2055.2
1973.6
1943.2
2277.6
3007.2
4383.2
4756.8
4166.4
4002.784
4055.364
4273.656
4291.196
3993.316
3593.48
2977.996
2683.2
2768.8
2858.4
2785.6
2590.4
2340
2212
2174.4
2068
1984
1902.4
1828
1847.2
2069.6
2400
2420.8
2337.6
2468.8
2488
2305.6
2178.4
1971.2
1878.4
1753.6
1739.2
1764
1818.4
1739.2
1777.6
1676.8
1536
1560.8
1451.2
1461.6
1475.2
1464
1468
1483.2
1384
1307.2
1304.768
1320.928
1309.644
1338.504
1255.084
1178.788
1145.856
1175.42
1288.276
1412.8
1376.8
1381.6
1388.8
1458.4
1495.2
1474.4
1543.2
1535.2
1628.8
1688.8
1931.2
2912.8
3964
4139.2
3853.2
3710.02
3906.688
4062.28
4126.992
4106.844
3915.884
3752.352
3354.4
3132
2950.4
2998.4
3023.2
2687.2
2581.6
2147.2
2164
2077.6
2052
1936.8
2183.2
2918.4
3921.6
4423.2
3949.6
4072.396
4250.968
4072.668
4009.144
3884.172
3618.62
3780.132
3176.8
2876.8
2886.4
2915.2
2850.4
2509.6
2367.2
2238.4
2277.6
2106.4
2087.2
2073.6
2334.4
2808
4012
4284
4300.196
4441.344
4384.78
4278.14
4215.46
4125.28
3973.212
3732
3373.6
3290.4
3056.8
3067.2
2804.8
2668
2461.6
2310.4
2236.8
2124.8
2164
2162.4
2376
3011.2
3898.4
4706.4
3984.564
3961.368
4259.688
3666.92
4063.62
4151.276
3538.808
3459.688
3358.968
3158.4
2932.8
2852.8
2646.4
2575.2
2344.8
2362.4
2168
2046.4
2058.4
1988.8
2179.2
2817.6
3918.4
4028
3617.272
3658.196
3262.072
3080.224
3027.724
2905.372
2764.264
2671.356
2389.996
2211.2
1964.8
1972.8
1885.6
1860.8
1799.2
1732
1760
1740.8
1640.8
1705.6
1631.2
1868.8
2330.4
2272.8
2060.708
2271.152
2359.756
1973.036
2122.476
2105.992
1807.668
1975.14
1740.528
1820
1726.4
1688.8
1646.4
1684
1596
1540.8
1596
1482.4
1492
1476
1470.4
1488.8
1472
1340
1268.8
1324.384
1314.796
1353.996
1295.2
1324.396
1346.4
1332.8
1308
1436
1449.6
1420
1475.2
1535.2
1505.6
1483.2
1481.6
1476
1528
1564
1964
2680
4094.4
4323.2
4185.6
4360.984
4225.356
4390.34
3974.528
4047.328
4299.156
3666.796
3297.6
3330.4
3144.8
3035.2
2728.8
2596.8
2348.8
2181.6
2322.4
2143.2
2269.6
2192.8
2312.8
2946.4
4124.8
4187.2
4400
4592
4612.396
4706.388
4795.584
4796.184
4292.396
4151.2
3424
3568
3416.8
3412
3176.8
2802.4
2444.8
2277.6
2182.4
2084
1987.2
1986.4
2301.6
2852
3991.2
4282.4
4060
4341.996
4323.768
4467.756
4373.556
4738.56
4750.376
3920.8
3289.6
3320
2899.2
2940
2738.4
2829.6
2546.4
2371.2
2260.8
2112
1965.6
1922.4
2172
2853.6
3784.8
4298.4
4017.6
4315.596
4415.176
4416.36
4423.168
4644.396
4636.8
4399.2
3624
3336
3093.6
2906.4
2923.2
2580
2364
2126.4
2162.4
2088
1958.4
1946.4
2152.8
3079.2
4082.4
4449.6
4236
4336.568
4649.3
4942.148
4418.044
4017.704
3729.924
3507.292
2972.508
2963.2
2424
2231.2
2569.6
2160
2329.6
2109.6
2059.2
1930.4
1984.8
1776.8
1827.2
2036
2378.4
2610.192
2640.672
2521.884
2322.04
2113.216
2266.808
1866.628
1784.432
1796.636
1621.82
1852
1702.4
1770.4
1800.8
1688.8
1671.2
1559.2
1621.6
1648
1564.8
1508.8
1436.8
1441.6
1352.8
1254.192
1223.688
1203.636
1159.628
1069.592
1015.596
1132.536
1136.936
1165.556
1227.032
1338.4
1333.6
1363.2
1421.6
1463.2
1540
1579.2
1523.2
1532
1544.8
1584.8
1945.6
2709.6
3998.4
4413.196
4194.844
4426.016
4367.176
4358.36
4578.944
4763.1
4334.14
4129.496
3548.272
3260.8
3011.2
2804.8
2800.8
2773.6
2471.2
2316
2034.4
1983.2
1961.6
2095.2
2274.4
2880.8
3890.4
4433.208
4093.196
4141.708
4217.06
4089.564
4372.892
4399.876
4098.52
3895.44
3588.8
3264
3128
2956
2784.8
2615.2
2419.2
2046.4
2022.4
1986.4
1973.6
1908.8
2198.4
2905.6
4117.6
4247.688
3851.484
4049.72
3997.588
4027.136
3697.04
3866.996
3858.288
3892.992
3528.828
3246.4
2923.2
2872
2766.4
2598.4
2401.6
2120.8
1988.8
1989.6
1953.6
2012.8
2297.6
2884.8
4253.6
4280.652
4286.168
4093.444
4032.172
4067.44
4008.464
4042.356
3960.808
3740.2
3189.136
3293.6
3045.6
2746.4
2700
2495.2
2389.6
2192.8
2478.4
2360
2290.4
2342.4
2480.8
3070.4
4260.8
4410.656
3907.236
4110.68
4146.996
3984.464
4081.84
3856.888
2871.296
2523.936
2404.24
2382.4
2332
2372
2296
2401.6
2048.8
1995.2
1879.2
1764.8
1778.4
1756
1703.2
1954.4
2260
2504.82
2184.944
2275.668
2097.312
1597.448
1594.648
1863.064
1500.296
1778.508
1719.996
1780
1816
1794.4
1812
1743.2
1648.8
1644.8
1682.4
1572.8
1573.6
1561.6
1358.4
1393.6
1448
1315.704
1178.988
1112.52
971.972
912.508
878.052
859.18
920.252
1018.34
1097.452
1231.2
1297.6
1352
1422.4
1506.4
1609.6
1640.8
1616.8
1732.8
1715.2
1732
1999.2
2706.4
3742.4
4501.02
4148.68
3907.676
3740.516
3730.26
3636.992
3770.48
3449.424
3503.308
3403.116
3522.4
3728
3524.8
3428.8
2683.2
2264.8
2528.8
2159.2
2010.4
2188.8
1931.2
2236
2845.6
3519.2
3563.896
3421.252
3475.664
3859.036
4116.104
4283.736
3939.44
3834.844
3625.148
3143.384
3156
3107.2
2848
2832.8
2776
2388
2341.6
2124.8
2033.6
1940.8
1936.8
2219.2
2871.2
3717.6
4417.824
4308.036
4369.364
4475.36
4397.192
4255.296
4254.876
4210.088
3847.56
3601.044
3359.2
2978.4
2961.6
3013.6
2752.8
2344.8
2521.6
2382.4
1880
1973.6
2024
2268
2780.8
4385.6
4522.184
4310.648
4530.204
4283.536
4001.568
4216.92
4346.312
4037.896
4360.204
3516.788
3596.8
3437.6
2884
2417.6
2742.4
2149.6
2358.4
2121.6
2029.6
2078.4
1817.6
2176.8
2684
4053.6
4101.128
3943.44
3989.852
4285.06
3806.44
4012.036
3715.852
3473.968
3016.8
2680.824
2760
2742.4
2250.4
2211.2
2440
2195.2
2600.8
2072.8
2125.6
2167.2
1989.6
1945.6
2082.4
2670.4
2375.376
2109.156
1973.056
1755.488
1587.72
1997.428
1850.368
1789.676
1978.836
1766.148
1848.8
1878.4
1828
1848
1823.2
1746.4
1748
1620.8
1592.8
1655.2
1504
1510.4
1491.2
1465.6
1364.464
1141.292
1138.644
1174.46
1111.58
1012.824
1016.64
938.868
1020.068
1153.972
1210.796
1387.2
1356
1440.8
1534.4
1604.8
1644
1643.2
1624
1643.2
1822.4
2048
2860
4209.6
4765.108
4462.044
4267.06
4059.188
3763.104
3806.268
4355.94
3937.224
3478.98
3579.504
3393.196
3571.2
3342.4
3034.4
2517.6
2164.8
2348.8
2144.8
2079.2
2363.2
2132.8
2435.2
2914.4
4092.8
4430.84
4124.996
4193.072
4335.74
4233.776
4510.008
4341.188
3708.78
4335.652
3430.592
3280.592
3141.6
3168
3113.6
2531.2
2160
2171.2
1867.2
2106.4
2279.2
2016.8
2238.4
2885.6
3965.6
4497.348
4122.996
4094.9
4029.152
4117.756
3845.052
3840.076
3796.54
3654.892
3542.152
3520.432
3396
2752
2644.8
2559.2
2207.2
1944.8
2250.4
2075.2
2141.6
2030.4
2098.4
2848.8
4460.8
4547.004
4174.336
3967.456
3874.788
3822.032
4065.42
3645.336
3736.988
3491.172
3206.276
3230.192
3192
2653.6
2473.6
2518.4
2162.4
1943.2
1897.6
1745.6
2196
1614.4
1928.8
2984.8
3620.8
4258.856
3794.796
4213.984
4053.632
4462.36
4382.372
3874.472
3406.156
2958.088
2580.028
2219.2
2536
2308.8
2195.2
2161.6
2054.4
2080.8
1950.4
1914.4
1749.6
1432
1518.4
1896.8
2191.2
2172.58
2089.252
2156.344
2037.248
1953.552
2133.416
1801.2
1831.676
1991.848
1649.356
1658.596
1772.8
1670.4
1652.8
1591.2
1497.6
1511.2
1372
1724.8
1499.2
1199.2
1187.2
1271.2
1209.6
1267.252
1147.972
1135.096
1125.436
1072.612
1162.532
1019.664
1128.676
1089.668
1119
1180
1230.4
1218.4
1328
1387.2
1475.2
1511.2
1480
1529.6
1525.6
1604.8
1839.2
2576.8
3701.392
3878.336
3511.008
3509.876
3792.62
4142.98
4651.704
4547.548
4340.188
3826.804
2895.96
3096.592
3015.2
2892
2760.8
2709.6
2372
2320.8
2340
2113.6
2056
1902.4
2183.2
2785.6
4298.192
4465.924
4246.972
4261.956
4414.408
4379.296
4994.84
4546.612
4373.568
4114.336
3414.436
3504.8
3025.6
2816.8
2762.4
2650.4
2459.2
2411.2
2257.6
2101.6
2180
1996
2190.4
2763.2
4281.196
4245.492
3895.24
3910.412
3764.808
3729.488
3645.46
3700.796
3872.192
4210.588
3690.884
3570.82
3316
2744
2680
2649.6
2275.2
2174.4
2164
2080
2216.8
2098.4
2180.8
2786.4
4008.8
4423.132
4019.288
4423.568
3974.704
4128.96
4406.3
3795.648
3872.892
3560.34
3442.336
2722.656
2904.8
2804.8
2557.6
2264.8
2120
1950.4
1912.8
1836.8
2102.4
2057.6
2183.2
2826.4
3791.904
4276.832
3546.748
3739.436
3818.648
3998.084
3784.672
3277.692
3438.144
3429.388
2757.052
2780.448
2502.4
2308
2386.4
2219.2
2070.4
2102.4
1950.4
1869.6
2101.6
1662.4
1705.6
1888.8
2348.792
2087.264
1948.54
1889.32
1788.048
1724.984
1716.62
1577.968
1720.184
1726.404
1805.476
1811.2
1880.8
1794.4
1768
1635.2
1475.2
1652
1497.6
1300.8
1256.8
1222.4
1203.2
1208
1239.2
1108.452
1137.516
1192.2
1158.528
1077.416
1113.44
1064.904
1060.156
1017.864
1086.544
1194.876
1261.6
1296.8
1256.8
1443.2
1570.4
1606.4
1562.4
1579.2
1575.2
1689.6
1973.6
2674.4
3521.872
4143.28
4088.308
4457.208
4168.032
4087.096
3819.324
4304.536
3992.956
4211.592
3557.496
3213.936
3194.4
2841.6
2684.8
2504.8
2328.8
2496.8
2545.6
2322.4
2192
1919.2
2213.6
2832
3963.584
4312.484
4326.812
4718.232
4131.06
3671.64
3697.944
3494.32
3561.016
3953.9
3806.712
3780.696
2830.4
2881.6
2822.4
2870.4
2401.6
2428.8
2272
2214.4
2309.6
2039.2
2336.8
2948.8
4048.228
4717.304
4495.58
4447.144
4720.56
4513.976
5095.232
5180.052
4696.996
4777.236
3845.652
2964.408
3038.4
2627.2
2442.4
2377.6
2204.8
2296
2360.8
2286.4
2246.4
2128.8
2316.8
3340
4232.8
4525.108
4908.64
5118.976
4941.632
4756.752
5436.46
4377.784
4833.076
5020.78
4375.236
4068.8
3508
3354.4
3289.6
2651.2
2351.2
2121.6
2173.6
2196.8
2358.4
2003.2
2185.6
3412.8
4689.268
5114.696
4874.672
5004.472
4956.108
5031.016
4925.74
4565.292
4075.468
3940.444
3421.024
3290.992
2791.2
2716.8
2560.8
2212.8
2080.8
2224.8
2119.2
2064
1893.6
1807.2
1869.6
2004
2455.2
2756.964
2738.224
2954.268
2834.708
2744.364
2476.536
2657.064
1802.872
1797.872
1706.64
1881.98
1975.2
1898.4
1958.4
1809.6
1720.8
1754.4
1749.6
1668
1644
1399.2
1353.6
1437.6
1345.404
1186.324
1108.912
928.276
805.364
881.452
767.772
850.224
906.664
912.54
1156.584
1220.776
1317.6
1260
1392
1473.6
1516.8
1624.8
1562.4
1504.8
1536
1622.4
1948.8
3391.2
5240.84
5311.672
4487.172
4707.876
4774.992
4304.06
4761.812
4678.84
4546.664
4426.36
4218.452
3992.032
3446.4
3096
3180
2515.2
2426.4
2316
2186.4
2104.8
2196
2436
2308.8
3410.4
5000.244
5123.548
4533.504
4788.02
5171.696
5012.096
4696.516
4688.568
4603.52
4141.96
3758.6
3940.912
3292.8
3235.2
3024
2820
2462.4
2580
2563.2
2385.6
2484
2239.2
2311.2
3465.6
4588.688
4775.276
4120.908
4334.496
4218.612
4337.408
4531.352
4525.676
4345.44
4295.74
3840.152
3954.56
3235.2
3048
3103.2
2551.2
2414.4
2450.4
2570.4
2390.4
2212.8
2071.2
2296.8
2892
4298.076
4781.5
4701.508
4410.46
4598.476
4208.78
4358.74
4300.268
4542.096
4054.748
3606.088
4075.672
4055.2
3107.2
3078.4
2512
2480.8
2393.6
2197.6
2111.2
2236.8
2309.6
2219.2
2790.4
3818.368
3755.968
4057.48
4100.96
3871.72
3865.7
3983.728
3321.108
3299.664
3236.044
2463.024
2600.236
2752.8
2698.4
2328.8
1971.2
1988.8
2183.2
2009.6
1980
1804.8
1711.2
1712
1953.6
2435.14
2249.584
1816.368
1818.216
1994.864
1641.264
1506.548
1372.268
1476.544
1754.736
1447.708
1802.58
1753.6
1641.6
1789.6
1729.6
1618.4
1688.8
1672
1557.6
1532
1455.2
1276.8
1307.2
1220.748
1086.648
969.672
788.06
814.5
767.096
652.352
663.124
738.624
885.168
955.14
1069.308
1211.2
1254.4
1264
1326.4
1480.8
1500.8
1487.2
1512
1504.8
